,task,cosine,rank,top_10,category
2966,"('minneapolis', 'minnesota', 'cincinnati', 'ohio')",0.49853423,1,"[('ohio', 0.49853426), ('kentucky', 0.46380284), ('pittsburgh', 0.45822695), ('connecticut', 0.44844186), ('utah', 0.44571254), ('michigan', 0.4405934), ('iowa', 0.43785775), ('missouri', 0.43642846), ('tennessee', 0.43235275), ('bengals', 0.430878)]",city-in-state
2967,"('minneapolis', 'minnesota', 'anchorage', 'alaska')",0.52557653,1,"[('alaska', 0.52557665), ('1661', 0.50477636), ('nebraska', 0.5028567), ('1727', 0.4969072), ('1859', 0.49452007), ('1722', 0.49381286), ('##行', 0.49349597), ('ы', 0.49312228), ('1710', 0.49251625), ('trieste', 0.49240917)]",city-in-state
2968,"('minneapolis', 'minnesota', 'toledo', 'ohio')",0.46347165,153,"[('1640', 0.5023291), ('1743', 0.5001271), ('1764', 0.49630642), ('nebraska', 0.4947181), ('37th', 0.49286443), ('1730', 0.49256903), ('55th', 0.49070904), ('1742', 0.49042165), ('1740', 0.48979485), ('1663', 0.48977983)]",city-in-state
2969,"('minneapolis', 'minnesota', 'henderson', 'nevada')",0.39660767,169,"[('1762', 0.4301741), ('1742', 0.42637768), ('1779', 0.42552033), ('1770', 0.42516646), ('1782', 0.4248315), ('1828', 0.42375723), ('1730', 0.42178702), ('1783', 0.42023352), ('840', 0.4195553), ('montana', 0.41869485)]",city-in-state
2970,"('minneapolis', 'minnesota', 'orlando', 'florida')",0.4592652,1,"[('florida', 0.4592652), ('1623', 0.4507402), ('1823', 0.44939032), ('1859', 0.44305423), ('1763', 0.44280022), ('1718', 0.44243887), ('1663', 0.44127375), ('1723', 0.4408167), ('1779', 0.43906325), ('1762', 0.43888366)]",city-in-state
2971,"('minneapolis', 'minnesota', 'chandler', 'arizona')",0.43181962,1,"[('arizona', 0.4318197), ('offenses', 0.42473215), ('1740', 0.42050132), ('1792', 0.4180827), ('1730', 0.4179013), ('1712', 0.41733122), ('1710', 0.41466406), ('1632', 0.41395286), ('1663', 0.4123569), ('1851', 0.4116019)]",city-in-state
2972,"('minneapolis', 'minnesota', 'madison', 'wisconsin')",0.36868706,2,"[('monroe', 0.3722079), ('wisconsin', 0.368687), ('iowa', 0.36629963), ('michigan', 0.36041418), ('nebraska', 0.35728025), ('jefferson', 0.35230613), ('carroll', 0.34727386), ('montana', 0.34347454), ('1640', 0.34217003), ('farmhouse', 0.33992395)]",city-in-state
2973,"('minneapolis', 'minnesota', 'garland', 'texas')",0.34351662,10641,"[('1638', 0.48003545), ('1683', 0.47773576), ('1634', 0.4714864), ('1729', 0.4711648), ('1734', 0.47005695), ('1635', 0.46938014), ('1836', 0.4670539), ('55th', 0.46642473), ('ornaments', 0.46564025), ('1641', 0.46422568)]",city-in-state
2974,"('minneapolis', 'minnesota', 'glendale', 'arizona')",0.54966396,73,"[('1729', 0.57537884), ('1683', 0.5738054), ('1723', 0.5718351), ('1638', 0.57144547), ('1734', 0.5697143), ('1738', 0.56666756), ('1643', 0.56403023), ('1792', 0.5636463), ('1645', 0.5629861), ('1742', 0.56272817)]",city-in-state
2975,"('minneapolis', 'minnesota', 'reno', 'nevada')",0.43525666,1,"[('nevada', 0.4352567), ('utah', 0.41110316), ('nebraska', 0.40457377), ('37th', 0.40239957), ('1762', 0.3975282), ('1723', 0.394734), ('bavarian', 0.39331764), ('1736', 0.38952747), ('1779', 0.38877967), ('1629', 0.3885834)]",city-in-state
2976,"('minneapolis', 'minnesota', 'irving', 'texas')",0.3386611,10086,"[('carroll', 0.47268277), ('42nd', 0.46165308), ('1836', 0.45851067), ('1727', 0.4529275), ('1646', 0.4508407), ('1847', 0.4502229), ('1643', 0.44917747), ('1735', 0.44846117), ('1837', 0.44543287), ('1716', 0.4446819)]",city-in-state
2977,"('minneapolis', 'minnesota', 'fremont', 'california')",0.43534607,2567,"[('nebraska', 0.5426326), ('1661', 0.5242597), ('1755', 0.52278155), ('1734', 0.51894814), ('1643', 0.5166998), ('55th', 0.51594335), ('34th', 0.5158375), ('1742', 0.51408386), ('1683', 0.51370525), ('1743', 0.5127378)]",city-in-state
2978,"('minneapolis', 'minnesota', 'irvine', 'california')",0.37875164,7645,"[('1683', 0.50248665), ('1611', 0.5005906), ('1718', 0.49793202), ('1743', 0.4969236), ('1731', 0.49484834), ('1779', 0.49319798), ('1663', 0.49281335), ('1859', 0.49266458), ('1836', 0.49118575), ('irwin', 0.49010056)]",city-in-state
2979,"('minneapolis', 'minnesota', 'spokane', 'washington')",0.3865136,10341,"[('tacoma', 0.53771853), ('idaho', 0.52236134), ('fresno', 0.5183259), ('1670', 0.516878), ('##մ', 0.51592064), ('gonzaga', 0.515861), ('iowa', 0.51535195), ('1833', 0.5146652), ('1803', 0.51398677), ('nebraska', 0.51288533)]",city-in-state
2980,"('minneapolis', 'minnesota', 'shreveport', 'louisiana')",0.55859023,1,"[('louisiana', 0.5585902), ('[unused59]', 0.5255227), ('[unused457]', 0.5248813), ('[unused247]', 0.5248068), ('[unused448]', 0.5245849), ('[unused404]', 0.5242551), ('[unused568]', 0.5238146), ('[unused106]', 0.5234734), ('[unused298]', 0.5234254), ('[unused231]', 0.5233857)]",city-in-state
2981,"('minneapolis', 'minnesota', 'tacoma', 'washington')",0.39214382,9337,"[('spokane', 0.5366211), ('1697', 0.53393906), ('1670', 0.5328192), ('1640', 0.53053194), ('1792', 0.5292769), ('1663', 0.52607673), ('nebraska', 0.5254265), ('1729', 0.52366257), ('1787', 0.52356255), ('ヒ', 0.5233648)]",city-in-state
2982,"('minneapolis', 'minnesota', 'fontana', 'california')",0.42287177,6708,"[('1771', 0.56055796), ('1763', 0.5552815), ('1623', 0.555205), ('1762', 0.5547117), ('1734', 0.5540817), ('1730', 0.5538331), ('1729', 0.55257136), ('1738', 0.5510081), ('1754', 0.54991436), ('1759', 0.5491975)]",city-in-state
2983,"('minneapolis', 'minnesota', 'akron', 'ohio')",0.50399035,34,"[('nebraska', 0.52985597), ('1683', 0.52778304), ('1729', 0.5263919), ('michigan', 0.5204764), ('1749', 0.5187685), ('1730', 0.518394), ('1728', 0.5179951), ('1742', 0.5173913), ('1670', 0.51728183), ('1640', 0.51723486)]",city-in-state
2984,"('minneapolis', 'minnesota', 'glendale', 'california')",0.4561568,5010,"[('1729', 0.57537884), ('1683', 0.5738054), ('1723', 0.5718351), ('1638', 0.57144547), ('1734', 0.5697143), ('1738', 0.56666756), ('1643', 0.56403023), ('1792', 0.5636463), ('1645', 0.5629861), ('1742', 0.56272817)]",city-in-state
2985,"('minneapolis', 'minnesota', 'huntsville', 'alabama')",0.56497943,1,"[('alabama', 0.5649794), ('1729', 0.55392146), ('ヒ', 0.54560745), ('1646', 0.5440355), ('1723', 0.54317534), ('1736', 0.54180896), ('1727', 0.5418079), ('1643', 0.5392418), ('1640', 0.53794765), ('1718', 0.53530073)]",city-in-state
2986,"('minneapolis', 'minnesota', 'worcester', 'massachusetts')",0.39625052,2455,"[('worcestershire', 0.5363077), ('gloucester', 0.52118886), ('1683', 0.4996538), ('1663', 0.49721333), ('1625', 0.4964065), ('1725', 0.49570066), ('1629', 0.49530038), ('1859', 0.495183), ('1651', 0.49185625), ('1729', 0.4917239)]",city-in-state
2987,"('wichita', 'kansas', 'arlington', 'texas')",0.34383437,70,"[('illinois', 0.37996614), ('##治', 0.37952736), ('somerville', 0.36723536), ('kentucky', 0.3661511), ('མ', 0.36535868), ('tufts', 0.36379537), ('maryland', 0.36373207), ('mclean', 0.36367828), ('upton', 0.36189872), ('hawthorne', 0.36151132)]",city-in-state
2988,"('wichita', 'kansas', 'tampa', 'florida')",0.40399912,1,"[('florida', 0.4039991), ('kentucky', 0.38448036), ('arkansas', 0.3674993), ('pittsburgh', 0.36156237), ('michigan', 0.36137882), ('jacksonville', 0.3605799), ('alabama', 0.36054695), ('marijuana', 0.36052114), ('petersburg', 0.36044773), ('buccaneers', 0.35843745)]",city-in-state
2989,"('wichita', 'kansas', 'anaheim', 'california')",0.4052639,1185,"[('み', 0.44787547), ('[unused126]', 0.44535837), ('[unused734]', 0.444555), ('[unused354]', 0.4441067), ('[unused820]', 0.44395864), ('[unused489]', 0.4431272), ('[unused560]', 0.44268715), ('[unused551]', 0.44250557), ('[unused378]', 0.4424346), ('[unused51]', 0.44237804)]",city-in-state
2990,"('wichita', 'kansas', 'honolulu', 'hawaii')",0.54496145,1,"[('hawaii', 0.5449615), ('maui', 0.47602418), ('hawaiian', 0.46256018), ('ʻ', 0.45889783), ('nairobi', 0.44968444), ('arizona', 0.43953252), ('##ʻi', 0.43873972), ('1840s', 0.43227223), ('nebraska', 0.43207207), ('statehood', 0.43182376)]",city-in-state
2991,"('wichita', 'kansas', 'pittsburgh', 'pennsylvania')",0.40441164,1,"[('pennsylvania', 0.4044116), ('michigan', 0.39329997), ('philadelphia', 0.3795315), ('missouri', 0.36406276), ('ohio', 0.3579538), ('chicago', 0.3578821), ('illinois', 0.3554815), ('minnesota', 0.35345823), ('cincinnati', 0.35299706), ('kentucky', 0.35073438)]",city-in-state
2992,"('wichita', 'kansas', 'lexington', 'kentucky')",0.4486024,1,"[('kentucky', 0.44860232), ('missouri', 0.414558), ('nebraska', 0.38905242), ('illinois', 0.38772124), ('1868', 0.38618165), ('bluegrass', 0.38101214), ('fourteenth', 0.3789921), ('1854', 0.37698925), ('saratoga', 0.37594092), ('flees', 0.37562314)]",city-in-state
2993,"('wichita', 'kansas', 'stockton', 'california')",0.40294814,238,"[('1796', 0.44307393), ('1811', 0.44023368), ('1806', 0.4377112), ('1805', 0.43623924), ('1794', 0.43508932), ('1850s', 0.4326957), ('1840s', 0.43237633), ('1809', 0.4316124), ('1786', 0.43092194), ('1784', 0.42935988)]",city-in-state
2994,"('wichita', 'kansas', 'cincinnati', 'ohio')",0.4137972,1,"[('ohio', 0.4137972), ('kentucky', 0.40604186), ('pittsburgh', 0.39314616), ('missouri', 0.3862008), ('illinois', 0.37143192), ('michigan', 0.3668181), ('oklahoma', 0.3560215), ('louisville', 0.35308293), ('louisiana', 0.34575352), ('信', 0.34471974)]",city-in-state
2995,"('wichita', 'kansas', 'anchorage', 'alaska')",0.43968782,1,"[('alaska', 0.43968785), ('nesting', 0.42753825), ('imprisoned', 0.42738166), ('fairbanks', 0.42254668), ('幸', 0.42020467), ('良', 0.4197682), ('nebraska', 0.417334), ('accommodations', 0.41673708), ('খ', 0.41567335), ('inlet', 0.41500145)]",city-in-state
2996,"('wichita', 'kansas', 'toledo', 'ohio')",0.41061947,4,"[('michigan', 0.4334834), ('1603', 0.41959333), ('kentucky', 0.41326472), ('ohio', 0.41061944), ('nebraska', 0.40832776), ('34th', 0.40732947), ('sixteenth', 0.40688872), ('galicia', 0.40480283), ('1604', 0.40472555), ('pittsburgh', 0.40416119)]",city-in-state
2997,"('wichita', 'kansas', 'henderson', 'nevada')",0.29965135,128,"[('hendricks', 0.34737575), ('kentucky', 0.3371415), ('evans', 0.33360314), ('fourteenth', 0.33288676), ('oklahoma', 0.32946995), ('chalmers', 0.3267953), ('mclean', 0.32242703), ('nominally', 0.32207513), ('1780', 0.3201711), ('nc', 0.31982175)]",city-in-state
2998,"('wichita', 'kansas', 'orlando', 'florida')",0.37467766,1,"[('florida', 0.37467766), ('oklahoma', 0.3688027), ('1623', 0.36355573), ('michigan', 0.3593821), ('1823', 0.35710552), ('1868', 0.3569473), ('1603', 0.35419333), ('johannesburg', 0.35343376), ('namibia', 0.35234955), ('arizona', 0.35205707)]",city-in-state
2999,"('wichita', 'kansas', 'chandler', 'arizona')",0.35914007,2,"[('alexis', 0.36413115), ('arizona', 0.35914007), ('tanner', 0.3571266), ('missouri', 0.35355142), ('dalton', 0.3473777), ('jerome', 0.34604818), ('goldstein', 0.33776787), ('genoa', 0.3360228), ('wrecked', 0.33428714), ('establishes', 0.33428138)]",city-in-state
3000,"('wichita', 'kansas', 'madison', 'wisconsin')",0.3040088,2,"[('jefferson', 0.31512442), ('wisconsin', 0.30400878), ('appleton', 0.30389768), ('michigan', 0.30215222), ('caleb', 0.2990294), ('milwaukee', 0.29272616), ('monroe', 0.28647584), ('illinois', 0.27678397), ('iowa', 0.27230784), ('kentucky', 0.26635912)]",city-in-state
3001,"('wichita', 'kansas', 'garland', 'texas')",0.31461167,4809,"[('wreath', 0.4252024), ('ribbons', 0.39580655), ('tufts', 0.39359802), ('arranging', 0.38982907), ('reunite', 0.38965216), ('jammed', 0.38805532), ('ornaments', 0.38565502), ('1638', 0.38554242), ('smeared', 0.38548273), ('1854', 0.3847383)]",city-in-state
3002,"('wichita', 'kansas', 'glendale', 'arizona')",0.48959795,3,"[('ᄉ', 0.4902477), ('pasadena', 0.49006096), ('arizona', 0.48959795), ('##治', 0.48508602), ('1692', 0.48161194), ('27th', 0.47635335), ('24th', 0.47343105), ('ᄆ', 0.47254905), ('1603', 0.47189793), ('42nd', 0.47177792)]",city-in-state
3003,"('wichita', 'kansas', 'reno', 'nevada')",0.3668188,1,"[('nevada', 0.36681873), ('kentucky', 0.35365695), ('oklahoma', 0.353545), ('arizona', 0.34046385), ('riches', 0.33963588), ('##rek', 0.33793238), ('valle', 0.33591455), ('##iani', 0.3314373), ('yuki', 0.33123174), ('nebraska', 0.330973)]",city-in-state
3004,"('wichita', 'kansas', 'irving', 'texas')",0.30188182,4178,"[('##治', 0.38185078), ('quoting', 0.3796215), ('insisting', 0.37576002), ('1841', 0.37293047), ('42nd', 0.3718755), ('collaborated', 0.3689118), ('disagreed', 0.36859792), ('fulton', 0.36846069), ('intercourse', 0.36835378), ('collaborate', 0.36826757)]",city-in-state
3005,"('wichita', 'kansas', 'fremont', 'california')",0.4024527,296,"[('nebraska', 0.46101585), ('calhoun', 0.448533), ('34th', 0.4474964), ('fourteenth', 0.4442458), ('1850s', 0.44284442), ('sarcastic', 0.4411141), ('1857', 0.44081914), ('illinois', 0.43705943), ('32nd', 0.4354745), ('27th', 0.43348384)]",city-in-state
3006,"('wichita', 'kansas', 'irvine', 'california')",0.34426257,3171,"[('1603', 0.4224109), ('riverside', 0.42020068), ('encourages', 0.41645822), ('quivering', 0.41502458), ('unease', 0.41443875), ('delightful', 0.41355503), ('giggling', 0.41287896), ('##志', 0.4077315), ('warmly', 0.40709028), ('fourteenth', 0.40696862)]",city-in-state
3007,"('wichita', 'kansas', 'spokane', 'washington')",0.35433102,8091,"[('oregon', 0.46852088), ('missouri', 0.46072352), ('manitoba', 0.45881724), ('accomplishments', 0.4586783), ('49ers', 0.4557203), ('yellowstone', 0.4527577), ('oklahoma', 0.4525722), ('iowa', 0.45201117), ('1787', 0.45088342), ('1796', 0.44972417)]",city-in-state
3008,"('wichita', 'kansas', 'shreveport', 'louisiana')",0.51886356,1,"[('louisiana', 0.5188636), ('arkansas', 0.46573168), ('jacksonville', 0.44300407), ('[unused76]', 0.44234318), ('[unused315]', 0.4405226), ('[unused636]', 0.44031164), ('[unused163]', 0.44004026), ('oklahoma', 0.4398363), ('[unused457]', 0.43982664), ('[unused154]', 0.4397572)]",city-in-state
3009,"('wichita', 'kansas', 'tacoma', 'washington')",0.3552946,7256,"[('1787', 0.46853605), ('seahawks', 0.46252948), ('1692', 0.45621306), ('nebraska', 0.4549939), ('seattle', 0.4538126), ('1697', 0.45093882), ('1663', 0.4508502), ('##治', 0.45080242), ('34th', 0.4504541), ('1869', 0.44964778)]",city-in-state
3010,"('wichita', 'kansas', 'fontana', 'california')",0.40320557,2294,"[('1771', 0.49600327), ('1623', 0.49284685), ('1794', 0.487863), ('40th', 0.48609382), ('fourteenth', 0.48400027), ('1784', 0.48323908), ('1603', 0.48151928), ('1692', 0.48072076), ('1796', 0.4806088), ('1786', 0.48015672)]",city-in-state
3011,"('wichita', 'kansas', 'akron', 'ohio')",0.45703268,4,"[('michigan', 0.47733063), ('pittsburgh', 0.45819739), ('oklahoma', 0.45784166), ('ohio', 0.45703274), ('nebraska', 0.45029706), ('alabama', 0.44911972), ('1702', 0.4456907), ('toledo', 0.44410446), ('arkansas', 0.43734598), ('tufts', 0.43697348)]",city-in-state
3012,"('wichita', 'kansas', 'glendale', 'california')",0.41414455,1322,"[('ᄉ', 0.4902477), ('pasadena', 0.49006096), ('arizona', 0.48959795), ('##治', 0.48508602), ('1692', 0.48161194), ('27th', 0.47635335), ('24th', 0.47343105), ('ᄆ', 0.47254905), ('1603', 0.47189793), ('42nd', 0.47177792)]",city-in-state
3013,"('wichita', 'kansas', 'huntsville', 'alabama')",0.5003163,1,"[('alabama', 0.5003164), ('₈', 0.46647832), ('accomplishments', 0.46573776), ('chattanooga', 0.46492672), ('cummings', 0.46330875), ('1692', 0.46237895), ('arkansas', 0.46210256), ('delightful', 0.46055546), ('lucknow', 0.45998973), ('decatur', 0.45885703)]",city-in-state
3014,"('wichita', 'kansas', 'worcester', 'massachusetts')",0.39131314,54,"[('worcestershire', 0.457895), ('gloucester', 0.43127537), ('exeter', 0.42610526), ('monmouth', 0.4214447), ('1868', 0.4194189), ('##治', 0.41762516), ('taunton', 0.4132192), ('missouri', 0.41151038), ('hendricks', 0.4099887), ('1663', 0.4095569)]",city-in-state
3015,"('wichita', 'kansas', 'chicago', 'illinois')",0.37871817,1,"[('illinois', 0.37871814), ('michigan', 0.35169366), ('california', 0.29783887), ('iowa', 0.29113543), ('arizona', 0.28945568), ('wisconsin', 0.28929013), ('philadelphia', 0.28725335), ('pittsburgh', 0.28420648), ('nebraska', 0.28329265), ('missouri', 0.2823889)]",city-in-state
3016,"('arlington', 'texas', 'tampa', 'florida')",0.462622,1,"[('florida', 0.462622), ('alabama', 0.39506724), ('kansas', 0.3766845), ('buccaneers', 0.37188995), ('pensacola', 0.36722106), ('georgia', 0.3666377), ('oklahoma', 0.36345562), ('california', 0.35946843), ('texans', 0.35861045), ('arkansas', 0.35524553)]",city-in-state
3017,"('arlington', 'texas', 'anaheim', 'california')",0.44684732,1,"[('california', 0.44684738), ('alabama', 0.43683), ('colorado', 0.4356145), ('florida', 0.43419343), ('arizona', 0.42673507), ('oklahoma', 0.42385975), ('texans', 0.4213845), ('minnesota', 0.42104647), ('nebraska', 0.41532475), ('ohio', 0.40889287)]",city-in-state
3018,"('arlington', 'texas', 'honolulu', 'hawaii')",0.54253167,1,"[('hawaii', 0.5425316), ('maui', 0.5020861), ('hawaiian', 0.48403266), ('galveston', 0.45563084), ('oklahoma', 0.44568416), ('##ʻi', 0.44240072), ('arizona', 0.44170523), ('nagoya', 0.43560103), ('kansas', 0.43541136), ('philadelphia', 0.4321067)]",city-in-state
3019,"('arlington', 'texas', 'pittsburgh', 'pennsylvania')",0.4105356,1,"[('pennsylvania', 0.41053563), ('philadelphia', 0.40672064), ('ohio', 0.37931633), ('florida', 0.37803733), ('kansas', 0.37705356), ('alabama', 0.37417573), ('minnesota', 0.37242892), ('california', 0.37055472), ('michigan', 0.36300468), ('cincinnati', 0.35948557)]",city-in-state
3020,"('arlington', 'texas', 'lexington', 'kentucky')",0.4291738,1,"[('kentucky', 0.42917383), ('missouri', 0.41622), ('colorado', 0.39887288), ('alabama', 0.39812595), ('kansas', 0.39740482), ('nebraska', 0.39584544), ('texans', 0.3891377), ('florida', 0.38863844), ('tennessee', 0.38743344), ('louisville', 0.3824295)]",city-in-state
3021,"('arlington', 'texas', 'stockton', 'california')",0.45012936,1,"[('california', 0.45012933), ('alabama', 0.43158942), ('colorado', 0.4202316), ('oklahoma', 0.41728932), ('1779', 0.41173875), ('missouri', 0.40789562), ('1742', 0.40764275), ('nebraska', 0.40503412), ('249', 0.40447778), ('tx', 0.40437028)]",city-in-state
3022,"('arlington', 'texas', 'cincinnati', 'ohio')",0.42196584,1,"[('ohio', 0.42196584), ('florida', 0.36896786), ('kansas', 0.36892116), ('oklahoma', 0.36858), ('missouri', 0.36681706), ('california', 0.36640647), ('kentucky', 0.36446282), ('tennessee', 0.36007997), ('alabama', 0.3588797), ('pittsburgh', 0.35072303)]",city-in-state
3023,"('arlington', 'texas', 'anchorage', 'alaska')",0.440795,2,"[('florida', 0.44409314), ('alaska', 0.44079506), ('oklahoma', 0.43152925), ('nebraska', 0.4204972), ('arizona', 0.41902697), ('hawaii', 0.40846783), ('anchored', 0.4063158), ('tacoma', 0.40383616), ('alabama', 0.40190288), ('colorado', 0.40033168)]",city-in-state
3024,"('arlington', 'texas', 'toledo', 'ohio')",0.41344973,2,"[('florida', 0.42250183), ('ohio', 0.41344973), ('oklahoma', 0.40126175), ('alabama', 0.39671424), ('galicia', 0.3962904), ('kansas', 0.3960112), ('colorado', 0.38911408), ('michigan', 0.38902056), ('nebraska', 0.38882977), ('cincinnati', 0.38493598)]",city-in-state
3025,"('arlington', 'texas', 'henderson', 'nevada')",0.3059876,23,"[('florida', 0.3769379), ('california', 0.35784978), ('oklahoma', 0.35734293), ('tennessee', 0.3540643), ('alabama', 0.34372258), ('jones', 0.33955112), ('georgia', 0.33217472), ('williamson', 0.3251554), ('colorado', 0.3189433), ('kansas', 0.31874555)]",city-in-state
3026,"('arlington', 'texas', 'orlando', 'florida')",0.45232227,1,"[('florida', 0.45232236), ('oklahoma', 0.39583892), ('alabama', 0.3845521), ('arizona', 0.35814157), ('georgia', 0.35197625), ('kansas', 0.35126328), ('540', 0.34764087), ('tennessee', 0.34633029), ('buccaneers', 0.34609982), ('ohio', 0.34568822)]",city-in-state
3027,"('arlington', 'texas', 'chandler', 'arizona')",0.37592867,1,"[('arizona', 0.3759287), ('missouri', 0.36034122), ('oklahoma', 0.35271958), ('california', 0.3508112), ('georgia', 0.34310436), ('cowboy', 0.3405567), ('alabama', 0.33642945), ('florida', 0.3357569), ('kansas', 0.33503586), ('buccaneers', 0.33320558)]",city-in-state
3028,"('arlington', 'texas', 'madison', 'wisconsin')",0.30334985,3,"[('florida', 0.31173024), ('kansas', 0.31008786), ('wisconsin', 0.30334985), ('alabama', 0.28992826), ('georgia', 0.28922287), ('michigan', 0.28172708), ('ohio', 0.28130242), ('california', 0.2812668), ('tennessee', 0.2779158), ('oklahoma', 0.2730407)]",city-in-state
3029,"('arlington', 'texas', 'glendale', 'arizona')",0.50687796,1,"[('arizona', 0.50687796), ('california', 0.48557776), ('colorado', 0.47535673), ('1738', 0.47385427), ('294', 0.4724088), ('1742', 0.4689437), ('florida', 0.4687914), ('304', 0.46819264), ('287', 0.4659656), ('1734', 0.46518326)]",city-in-state
3030,"('arlington', 'texas', 'reno', 'nevada')",0.371715,3,"[('oklahoma', 0.3779184), ('california', 0.3733719), ('nevada', 0.371715), ('alabama', 0.35011736), ('tennessee', 0.34852654), ('colorado', 0.34572965), ('arizona', 0.34557277), ('utah', 0.3351777), ('kansas', 0.33471888), ('nebraska', 0.332094)]",city-in-state
3031,"('arlington', 'texas', 'fremont', 'california')",0.4478075,2,"[('nebraska', 0.4481032), ('california', 0.44780743), ('alabama', 0.4287595), ('texans', 0.427197), ('colorado', 0.42165104), ('ohio', 0.41939145), ('tx', 0.4191345), ('florida', 0.4189656), ('1742', 0.40921754), ('utah', 0.4087691)]",city-in-state
3032,"('arlington', 'texas', 'irvine', 'california')",0.4070754,3,"[('alabama', 0.42434022), ('quivering', 0.41776016), ('california', 0.4070754), ('780', 0.40294766), ('304', 0.4016203), ('florida', 0.40071046), ('##49', 0.39653507), ('298', 0.39499906), ('307', 0.3949495), ('tx', 0.3948462)]",city-in-state
3033,"('arlington', 'texas', 'spokane', 'washington')",0.28375494,12879,"[('tacoma', 0.48336443), ('wichita', 0.4553486), ('oklahoma', 0.45374197), ('colorado', 0.44645324), ('seattle', 0.4387539), ('minnesota', 0.4353997), ('alabama', 0.434102), ('kansas', 0.43400124), ('pensacola', 0.433946), ('tulsa', 0.43171412)]",city-in-state
3034,"('arlington', 'texas', 'shreveport', 'louisiana')",0.5061706,1,"[('louisiana', 0.5061705), ('arkansas', 0.45745993), ('oklahoma', 0.4549169), ('texans', 0.43952584), ('lsu', 0.4368167), ('alabama', 0.42853242), ('pensacola', 0.42536396), ('bayou', 0.42426622), ('kansas', 0.42378175), ('missouri', 0.42214406)]",city-in-state
3035,"('arlington', 'texas', 'tacoma', 'washington')",0.27975455,11729,"[('alabama', 0.45244542), ('pensacola', 0.44074738), ('seattle', 0.43610317), ('tx', 0.43048584), ('nebraska', 0.42042065), ('colorado', 0.41738048), ('california', 0.41508332), ('265', 0.41443908), ('jimenez', 0.41372705), ('florida', 0.41331303)]",city-in-state
3036,"('arlington', 'texas', 'fontana', 'california')",0.4644803,35,"[('1738', 0.4844065), ('florida', 0.48191407), ('311', 0.4795146), ('287', 0.47743696), ('1734', 0.47688502), ('1742', 0.47286206), ('1646', 0.47270727), ('1735', 0.47269776), ('1785', 0.47257215), ('1771', 0.471907)]",city-in-state
3037,"('arlington', 'texas', 'akron', 'ohio')",0.4590905,3,"[('alabama', 0.47496396), ('oklahoma', 0.4612581), ('ohio', 0.45909053), ('toledo', 0.4496934), ('michigan', 0.43249866), ('nebraska', 0.4303383), ('tennessee', 0.4278072), ('kansas', 0.42716116), ('florida', 0.42566675), ('arkansas', 0.4194687)]",city-in-state
3038,"('arlington', 'texas', 'glendale', 'california')",0.48557773,2,"[('arizona', 0.50687796), ('california', 0.48557776), ('colorado', 0.47535673), ('1738', 0.47385427), ('294', 0.4724088), ('1742', 0.4689437), ('florida', 0.4687914), ('304', 0.46819264), ('287', 0.4659656), ('1734', 0.46518326)]",city-in-state
3039,"('arlington', 'texas', 'huntsville', 'alabama')",0.5234233,1,"[('alabama', 0.5234234), ('texans', 0.45299447), ('florida', 0.44677967), ('arkansas', 0.44335926), ('pensacola', 0.4405926), ('chattanooga', 0.4392875), ('tennessee', 0.439275), ('tx', 0.43364456), ('oklahoma', 0.43152297), ('galveston', 0.4298514)]",city-in-state
3040,"('arlington', 'texas', 'worcester', 'massachusetts')",0.3637649,119,"[('worcestershire', 0.42146084), ('kansas', 0.41470176), ('florida', 0.4128492), ('alabama', 0.41029778), ('georgia', 0.40775275), ('california', 0.40191397), ('missouri', 0.40050215), ('tx', 0.39969054), ('tennessee', 0.39717203), ('shropshire', 0.39694884)]",city-in-state
3041,"('arlington', 'texas', 'chicago', 'illinois')",0.3248826,3,"[('california', 0.35673755), ('florida', 0.32661048), ('illinois', 0.32488266), ('michigan', 0.3169566), ('philadelphia', 0.31361), ('kansas', 0.30677426), ('ohio', 0.30073237), ('colorado', 0.2963474), ('arizona', 0.2884549), ('minnesota', 0.28710258)]",city-in-state
3042,"('tampa', 'florida', 'anaheim', 'california')",0.49100786,2,"[('arizona', 0.4963764), ('california', 0.49100792), ('1663', 0.48796818), ('1664', 0.48163906), ('glendale', 0.48078927), ('connecticut', 0.47888216), ('colorado', 0.4764108), ('1786', 0.47491854), ('エ', 0.47487012), ('jurisdictions', 0.47420922)]",city-in-state
3043,"('tampa', 'florida', 'honolulu', 'hawaii')",0.59788626,1,"[('hawaii', 0.5978863), ('maui', 0.5330169), ('1786', 0.5310966), ('1736', 0.523831), ('1771', 0.5186677), ('1718', 0.5166998), ('1731', 0.516106), ('1722', 0.5160952), ('1734', 0.5155082), ('1724', 0.5149549)]",city-in-state
3044,"('tampa', 'florida', 'pittsburgh', 'pennsylvania')",0.45356798,3,"[('michigan', 0.47538105), ('ohio', 0.45874307), ('pennsylvania', 0.453568), ('philadelphia', 0.4487953), ('indiana', 0.44504812), ('california', 0.43835258), ('alabama', 0.43136165), ('cincinnati', 0.4311751), ('virginia', 0.43085083), ('texas', 0.42410865)]",city-in-state
3045,"('tampa', 'florida', 'lexington', 'kentucky')",0.45411047,24,"[('495', 0.4792096), ('540', 0.47440255), ('208', 0.4737031), ('saratoga', 0.470474), ('1787', 0.4686058), ('421', 0.46824375), ('1786', 0.46664816), ('269', 0.46660286), ('214', 0.46516237), ('270', 0.46352592)]",city-in-state
