,task,cosine,rank,top_10,category
3129,"('lucky', 'luckily', 'unfortunate', 'unfortunately')",0.6137717,3,"[('fortunately', 0.66766894), ('thankfully', 0.6563577), ('unfortunately', 0.6137717), ('ironically', 0.45825055), ('consequently', 0.44098446), ('interestingly', 0.4330833), ('regrett', 0.43016064), ('unpleasant', 0.41745543), ('horrifying', 0.4079608), ('however', 0.4078511)]",gram1-adjective-to-adverb
3130,"('lucky', 'luckily', 'usual', 'usually')",0.33305517,11,"[('fortunately', 0.5445299), ('thankfully', 0.5217179), ('unfortunately', 0.42722136), ('customary', 0.38841838), ('normally', 0.38773897), ('ordinarily', 0.36082315), ('consequently', 0.35924163), ('however', 0.34547147), ('nevertheless', 0.34253114), ('typical', 0.3338595)]",gram1-adjective-to-adverb
3131,"('lucky', 'luckily', 'amazing', 'amazingly')",0.4457646,6,"[('thankfully', 0.5970112), ('fortunately', 0.57808703), ('incredible', 0.4871181), ('unfortunately', 0.4620098), ('awesome', 0.4579548), ('amazingly', 0.4457646), ('fantastic', 0.44379747), ('wonderful', 0.43490902), ('astounding', 0.43261755), ('fabulous', 0.4324191)]",gram1-adjective-to-adverb
3132,"('lucky', 'luckily', 'apparent', 'apparently')",0.31792572,15,"[('fortunately', 0.51931846), ('thankfully', 0.50279194), ('unfortunately', 0.41644552), ('evident', 0.4083643), ('obvious', 0.38451466), ('consequently', 0.37590042), ('however', 0.34646013), ('noticeable', 0.33669046), ('seeming', 0.33447453), ('nevertheless', 0.327123)]",gram1-adjective-to-adverb
3133,"('lucky', 'luckily', 'calm', 'calmly')",0.4123139,5,"[('thankfully', 0.535634), ('fortunately', 0.525569), ('calmed', 0.49802405), ('calming', 0.42738384), ('calmly', 0.41231394), ('demeanor', 0.36705837), ('reassure', 0.36162588), ('soothing', 0.3552713), ('unfortunately', 0.3393344), ('composure', 0.3385944)]",gram1-adjective-to-adverb
3134,"('lucky', 'luckily', 'complete', 'completely')",0.23979402,19,"[('thankfully', 0.46083388), ('fortunately', 0.44251513), ('completes', 0.3433303), ('unfortunately', 0.32959047), ('completed', 0.30642754), ('consequently', 0.29981714), ('completing', 0.29018643), ('however', 0.2875609), ('furthermore', 0.27761617), ('additionally', 0.27354744)]",gram1-adjective-to-adverb
3135,"('lucky', 'luckily', 'efficient', 'efficiently')",0.51415426,3,"[('fortunately', 0.5817915), ('thankfully', 0.56359553), ('efficiently', 0.51415426), ('inefficient', 0.45956305), ('unfortunately', 0.44189903), ('efficiency', 0.43734428), ('consequently', 0.42086795), ('furthermore', 0.4036696), ('nevertheless', 0.39676633), ('fficient', 0.39608085)]",gram1-adjective-to-adverb
3136,"('lucky', 'luckily', 'fortunate', 'fortunately')",0.8069243,1,"[('fortunately', 0.8069244), ('thankfully', 0.7818513), ('unfortunately', 0.5715641), ('interestingly', 0.51789534), ('consequently', 0.48308167), ('ironically', 0.47716126), ('additionally', 0.43712386), ('nevertheless', 0.43453297), ('alternatively', 0.41877544), ('furthermore', 0.41854984)]",gram1-adjective-to-adverb
3137,"('lucky', 'luckily', 'free', 'freely')",0.31738406,3,"[('fortunately', 0.43448704), ('thankfully', 0.41078377), ('freely', 0.31738403), ('unfortunately', 0.27905968), ('freeing', 0.27559504), ('freed', 0.25815508), ('however', 0.25438023), ('freedom', 0.22654952), ('cheap', 0.22619626), ('liberate', 0.2252566)]",gram1-adjective-to-adverb
3138,"('lucky', 'luckily', 'furious', 'furiously')",0.44875693,4,"[('fortunately', 0.58333343), ('thankfully', 0.5830505), ('unfortunately', 0.461029), ('furiously', 0.4487568), ('consequently', 0.42209807), ('angrily', 0.42201677), ('enraged', 0.41365865), ('nevertheless', 0.3992118), ('frantic', 0.3981266), ('ferocious', 0.39695194)]",gram1-adjective-to-adverb
3139,"('lucky', 'luckily', 'happy', 'happily')",0.3876281,4,"[('fortunately', 0.5550664), ('thankfully', 0.53924066), ('unfortunately', 0.39579046), ('happily', 0.3876281), ('nevertheless', 0.3265526), ('unhappy', 0.32519478), ('consequently', 0.3223403), ('gladly', 0.32148448), ('pleased', 0.32095292), ('needless', 0.32041878)]",gram1-adjective-to-adverb
3140,"('lucky', 'luckily', 'immediate', 'immediately')",0.39165267,4,"[('fortunately', 0.4971556), ('thankfully', 0.4804984), ('mediate', 0.4062194), ('immediately', 0.39165267), ('immedi', 0.39060387), ('mediately', 0.37777358), ('instantaneous', 0.37659436), ('unfortunately', 0.37218553), ('consequently', 0.36646086), ('instantly', 0.35944602)]",gram1-adjective-to-adverb
3141,"('most', 'mostly', 'obvious', 'obviously')",0.4019411,14,"[('mainly', 0.46825182), ('apparent', 0.46126252), ('largely', 0.45093825), ('evident', 0.4490395), ('primarily', 0.4391158), ('noticeable', 0.4337218), ('blatant', 0.43037593), ('understandable', 0.4290378), ('predominantly', 0.4218128), ('blatantly', 0.40979397)]",gram1-adjective-to-adverb
3142,"('most', 'mostly', 'occasional', 'occasionally')",0.5774391,1,"[('occasionally', 0.57743925), ('periodically', 0.49966088), ('mainly', 0.4661214), ('largely', 0.44810596), ('sporadic', 0.44533148), ('predominantly', 0.43472236), ('seldom', 0.43311286), ('intermittent', 0.432302), ('primarily', 0.42687073), ('intermitt', 0.41304994)]",gram1-adjective-to-adverb
3143,"('most', 'mostly', 'possible', 'possibly')",0.4081078,4,"[('mainly', 0.45579848), ('conceivable', 0.43373153), ('feasible', 0.41727203), ('possibly', 0.4081078), ('partly', 0.4074972), ('largely', 0.40029916), ('ossible', 0.39930275), ('primarily', 0.37922326), ('possibilities', 0.37632588), ('plausible', 0.3632967)]",gram1-adjective-to-adverb
3144,"('most', 'mostly', 'precise', 'precisely')",0.46669903,1,"[('precisely', 0.46669903), ('largely', 0.4476885), ('mainly', 0.44731417), ('predominantly', 0.42773423), ('primarily', 0.4209892), ('accurate', 0.4137058), ('precision', 0.40808597), ('principally', 0.40685594), ('exact', 0.40215984), ('intricate', 0.3977372)]",gram1-adjective-to-adverb
3145,"('most', 'mostly', 'professional', 'professionally')",0.4626645,1,"[('professionally', 0.4626645), ('professionals', 0.45512673), ('mainly', 0.45500875), ('primarily', 0.42152074), ('largely', 0.417712), ('predominantly', 0.41669047), ('professionalism', 0.38985056), ('amateur', 0.38122988), ('partly', 0.3499337), ('collegiate', 0.34487176)]",gram1-adjective-to-adverb
3146,"('most', 'mostly', 'quick', 'quickly')",0.3901605,5,"[('quicker', 0.45635492), ('mainly', 0.43551713), ('largely', 0.4252336), ('primarily', 0.3933784), ('quickly', 0.39016047), ('predominantly', 0.36574718), ('swiftly', 0.36270848), ('hurried', 0.3624872), ('partly', 0.36048168), ('hastily', 0.34810248)]",gram1-adjective-to-adverb
3147,"('most', 'mostly', 'quiet', 'quietly')",0.38710168,9,"[('quieter', 0.5140149), ('largely', 0.46893427), ('silent', 0.45984796), ('mainly', 0.4457687), ('calm', 0.4263691), ('predominantly', 0.39909476), ('silence', 0.3983702), ('noisy', 0.39280912), ('quietly', 0.38710174), ('primarily', 0.38610378)]",gram1-adjective-to-adverb
3148,"('most', 'mostly', 'rapid', 'rapidly')",0.4439572,3,"[('gradual', 0.4466148), ('largely', 0.44413236), ('rapidly', 0.4439572), ('mainly', 0.4426631), ('predominantly', 0.41173825), ('primarily', 0.40593374), ('gradually', 0.39438766), ('steadily', 0.37693763), ('accelerate', 0.376368), ('partly', 0.37113908)]",gram1-adjective-to-adverb
3149,"('most', 'mostly', 'rare', 'rarely')",0.4388052,3,"[('rarity', 0.47010568), ('uncommon', 0.4637733), ('rarely', 0.4388052), ('mainly', 0.4361135), ('largely', 0.43292773), ('seldom', 0.42529145), ('predominantly', 0.40377668), ('unusual', 0.38178843), ('primarily', 0.37919274), ('partly', 0.36885777)]",gram1-adjective-to-adverb
3150,"('most', 'mostly', 'reluctant', 'reluctantly')",0.48134252,6,"[('hesitant', 0.617306), ('unwilling', 0.5434221), ('reluctance', 0.5210744), ('wary', 0.51531506), ('largely', 0.4852065), ('reluctantly', 0.48134252), ('mainly', 0.47129333), ('skeptical', 0.45385852), ('cautious', 0.45343223), ('hesitated', 0.45215005)]",gram1-adjective-to-adverb
3151,"('most', 'mostly', 'safe', 'safely')",0.47201598,2,"[('safer', 0.54172564), ('safely', 0.47201604), ('unsafe', 0.44608864), ('largely', 0.43767402), ('mainly', 0.41505295), ('predominantly', 0.38731867), ('safest', 0.3728212), ('primarily', 0.36693734), ('harmless', 0.35577413), ('risky', 0.35120457)]",gram1-adjective-to-adverb
3152,"('most', 'mostly', 'serious', 'seriously')",0.43482447,2,"[('mainly', 0.4671373), ('seriously', 0.43482453), ('primarily', 0.4249778), ('largely', 0.40489048), ('predominantly', 0.39614156), ('seriousness', 0.39168426), ('severe', 0.3753076), ('partly', 0.37528127), ('substantial', 0.3728924), ('legit', 0.36336127)]",gram1-adjective-to-adverb
3153,"('most', 'mostly', 'slow', 'slowly')",0.43626466,8,"[('slowed', 0.52576524), ('slower', 0.52317864), ('slows', 0.49558398), ('slowing', 0.48052773), ('mainly', 0.45116764), ('largely', 0.43743017), ('sluggish', 0.43713468), ('slowly', 0.43626472), ('primarily', 0.40534064), ('partly', 0.39276835)]",gram1-adjective-to-adverb
3154,"('most', 'mostly', 'sudden', 'suddenly')",0.45088822,3,"[('udden', 0.46538246), ('abrupt', 0.45288804), ('suddenly', 0.45088825), ('largely', 0.4045216), ('abruptly', 0.40390262), ('mainly', 0.40382648), ('gradual', 0.40316415), ('uddenly', 0.396075), ('newfound', 0.39543313), ('predominantly', 0.39461)]",gram1-adjective-to-adverb
3155,"('most', 'mostly', 'swift', 'swiftly')",0.25645342,110,"[('mainly', 0.38763723), ('largely', 0.37526983), ('predominantly', 0.36949652), ('partly', 0.34561855), ('primarily', 0.34406507), ('principally', 0.31037748), ('chiefly', 0.30443093), ('broadly', 0.29248902), ('notably', 0.28975832), ('schwartz', 0.28823918)]",gram1-adjective-to-adverb
3156,"('most', 'mostly', 'typical', 'typically')",0.45535433,5,"[('mainly', 0.5307819), ('largely', 0.49803782), ('predominantly', 0.48545495), ('primarily', 0.48450825), ('typically', 0.45535433), ('stereotypical', 0.4412967), ('characteristic', 0.41199204), ('reminiscent', 0.40917477), ('generally', 0.40480402), ('chiefly', 0.39814374)]",gram1-adjective-to-adverb
3157,"('most', 'mostly', 'unfortunate', 'unfortunately')",0.43305206,4,"[('unlucky', 0.47673368), ('largely', 0.45350572), ('mainly', 0.45274583), ('unfortunately', 0.43305206), ('unpleasant', 0.43229562), ('regrett', 0.4300753), ('disappointing', 0.42969874), ('tragic', 0.42956507), ('primarily', 0.4262409), ('fortunate', 0.42377102)]",gram1-adjective-to-adverb
3158,"('most', 'mostly', 'usual', 'usually')",0.42103845,9,"[('mainly', 0.5164115), ('typical', 0.46075058), ('largely', 0.456262), ('predominantly', 0.45355088), ('normally', 0.44835007), ('customary', 0.44750592), ('primarily', 0.44575733), ('generally', 0.42540225), ('usually', 0.42103842), ('typically', 0.41519374)]",gram1-adjective-to-adverb
3159,"('most', 'mostly', 'amazing', 'amazingly')",0.4574282,14,"[('incredible', 0.5695388), ('awesome', 0.5358111), ('wonderful', 0.51568955), ('fabulous', 0.50671), ('fantastic', 0.5065249), ('unbelievable', 0.5024446), ('remarkable', 0.49284002), ('phenomenal', 0.4918795), ('marvelous', 0.48330206), ('magnificent', 0.48324105)]",gram1-adjective-to-adverb
3160,"('most', 'mostly', 'apparent', 'apparently')",0.38061178,10,"[('mainly', 0.4687955), ('evident', 0.46757442), ('largely', 0.46635565), ('predominantly', 0.42107973), ('primarily', 0.41891563), ('obvious', 0.41830522), ('noticeable', 0.41740093), ('partly', 0.40978286), ('seeming', 0.386856), ('apparently', 0.38061178)]",gram1-adjective-to-adverb
3161,"('most', 'mostly', 'calm', 'calmly')",0.4264504,5,"[('calmed', 0.5281483), ('calming', 0.4928623), ('mainly', 0.45488352), ('largely', 0.43588084), ('calmly', 0.4264504), ('quiet', 0.4261564), ('soothing', 0.4128978), ('primarily', 0.38439685), ('partly', 0.38193348), ('predominantly', 0.37770253)]",gram1-adjective-to-adverb
3162,"('most', 'mostly', 'complete', 'completely')",0.3679194,6,"[('largely', 0.43795362), ('completes', 0.41396704), ('mainly', 0.41301614), ('completed', 0.40944907), ('incomplete', 0.39679042), ('completely', 0.36791945), ('primarily', 0.3654811), ('partly', 0.36404163), ('completing', 0.3567589), ('solely', 0.3521115)]",gram1-adjective-to-adverb
3163,"('most', 'mostly', 'efficient', 'efficiently')",0.5375402,1,"[('efficiently', 0.53754014), ('inefficient', 0.5189387), ('efficiency', 0.49350664), ('mainly', 0.46976385), ('predominantly', 0.45233282), ('largely', 0.44368967), ('primarily', 0.4369834), ('inexpensive', 0.41265783), ('streamlined', 0.41223192), ('sustainable', 0.40982795)]",gram1-adjective-to-adverb
3164,"('most', 'mostly', 'fortunate', 'fortunately')",0.41467068,12,"[('lucky', 0.5898885), ('unlucky', 0.4841691), ('unfortunate', 0.46772572), ('thankful', 0.4595617), ('largely', 0.45259196), ('grateful', 0.44325125), ('blessed', 0.43956968), ('privileged', 0.42927238), ('luckily', 0.4291123), ('thankfully', 0.4217637)]",gram1-adjective-to-adverb
3165,"('most', 'mostly', 'free', 'freely')",0.3542065,5,"[('mainly', 0.4064466), ('largely', 0.37648717), ('primarily', 0.35917664), ('freed', 0.35730708), ('freely', 0.3542065), ('partly', 0.3324202), ('predominantly', 0.32388997), ('freeing', 0.31755328), ('cheap', 0.29176804), ('complimentary', 0.28167194)]",gram1-adjective-to-adverb
3166,"('most', 'mostly', 'furious', 'furiously')",0.48067948,3,"[('angry', 0.52858824), ('enraged', 0.50247145), ('furiously', 0.48067942), ('annoyed', 0.47616622), ('pissed', 0.47391325), ('frantic', 0.46596235), ('largely', 0.4617316), ('outraged', 0.4612405), ('angrily', 0.4594381), ('disgusted', 0.45162213)]",gram1-adjective-to-adverb
3167,"('most', 'mostly', 'happy', 'happily')",0.43038803,5,"[('happier', 0.45484158), ('unhappy', 0.44779435), ('pleased', 0.44032314), ('mainly', 0.43519083), ('happily', 0.43038797), ('thrilled', 0.4253282), ('satisfied', 0.40602094), ('largely', 0.40581778), ('glad', 0.4030745), ('primarily', 0.3920546)]",gram1-adjective-to-adverb
3168,"('most', 'mostly', 'immediate', 'immediately')",0.4073655,4,"[('mainly', 0.45027876), ('largely', 0.42495534), ('primarily', 0.4085984), ('immediately', 0.40736547), ('predominantly', 0.4066077), ('instantly', 0.39243147), ('instantaneous', 0.3815676), ('mediate', 0.37593308), ('principally', 0.36653242), ('strictly', 0.3500811)]",gram1-adjective-to-adverb
3169,"('most', 'mostly', 'lucky', 'luckily')",0.38000512,10,"[('fortunate', 0.58719873), ('unlucky', 0.5149706), ('mainly', 0.4270069), ('thankful', 0.41400632), ('largely', 0.41083723), ('grateful', 0.40712988), ('blessed', 0.3907741), ('predominantly', 0.3901741), ('ucky', 0.38938227), ('luckily', 0.38000506)]",gram1-adjective-to-adverb
3170,"('obvious', 'obviously', 'occasional', 'occasionally')",0.5970461,1,"[('occasionally', 0.5970462), ('periodically', 0.48161018), ('sometimes', 0.42980006), ('rarely', 0.3997818), ('asionally', 0.3948037), ('frequently', 0.37653652), ('seldom', 0.37203082), ('undoubtedly', 0.37129462), ('invariably', 0.3658051), ('regularly', 0.3618408)]",gram1-adjective-to-adverb
3171,"('obvious', 'obviously', 'possible', 'possibly')",0.50082093,1,"[('possibly', 0.50082093), ('potentially', 0.41522476), ('probably', 0.34589997), ('potential', 0.34039387), ('presumably', 0.33976716), ('apparently', 0.33612993), ('likely', 0.329237), ('certainly', 0.31947806), ('definitely', 0.304361), ('ossible', 0.30284998)]",gram1-adjective-to-adverb
3172,"('obvious', 'obviously', 'precise', 'precisely')",0.4043893,2,"[('exact', 0.42686874), ('precisely', 0.40438932), ('precision', 0.37671223), ('presumably', 0.36532208), ('evidently', 0.35155374), ('certainly', 0.34007066), ('apparently', 0.33045027), ('accurate', 0.32651827), ('definitely', 0.32432893), ('specifically', 0.3236973)]",gram1-adjective-to-adverb
3173,"('obvious', 'obviously', 'professional', 'professionally')",0.40989465,1,"[('professionally', 0.40989468), ('professionals', 0.392707), ('professionalism', 0.30468747), ('certainly', 0.29163358), ('collegiate', 0.27663323), ('amateur', 0.2656833), ('definitely', 0.2653252), ('apparently', 0.2652052), ('evidently', 0.26117572), ('career', 0.25232884)]",gram1-adjective-to-adverb
3174,"('obvious', 'obviously', 'quick', 'quickly')",0.43152443,1,"[('quickly', 0.4315244), ('fast', 0.34804773), ('swiftly', 0.3077916), ('certainly', 0.30754647), ('apparently', 0.30706793), ('rapidly', 0.29857537), ('quicker', 0.2952097), ('evidently', 0.2846985), ('definitely', 0.2684627), ('soon', 0.26392385)]",gram1-adjective-to-adverb
3175,"('obvious', 'obviously', 'quiet', 'quietly')",0.32160226,6,"[('quieter', 0.3811817), ('silent', 0.3621938), ('silence', 0.3557705), ('calm', 0.33647317), ('certainly', 0.32859835), ('quietly', 0.32160226), ('apparently', 0.31237382), ('evidently', 0.30772784), ('definitely', 0.29990008), ('silently', 0.28686965)]",gram1-adjective-to-adverb
3176,"('obvious', 'obviously', 'rapid', 'rapidly')",0.42653608,1,"[('rapidly', 0.42653608), ('quickly', 0.32012466), ('swiftly', 0.31609625), ('certainly', 0.29956686), ('definitely', 0.29364535), ('evidently', 0.28718555), ('presumably', 0.2781739), ('apparently', 0.2757314), ('undoubtedly', 0.2728985), ('subsequently', 0.2696631)]",gram1-adjective-to-adverb
3177,"('obvious', 'obviously', 'rare', 'rarely')",0.4122976,1,"[('rarely', 0.41229767), ('rarity', 0.38711804), ('typically', 0.33235985), ('seldom', 0.33011055), ('uncommon', 0.3210316), ('apparently', 0.30693564), ('normally', 0.30322435), ('occasionally', 0.29849157), ('usually', 0.28987142), ('presumably', 0.28411013)]",gram1-adjective-to-adverb
3178,"('obvious', 'obviously', 'reluctant', 'reluctantly')",0.44276315,3,"[('hesitant', 0.53513825), ('unwilling', 0.4710309), ('reluctantly', 0.44276318), ('reluctance', 0.4105656), ('wary', 0.39233568), ('understandably', 0.38713342), ('presumably', 0.37770483), ('evidently', 0.37441215), ('skeptical', 0.37021452), ('eager', 0.36994526)]",gram1-adjective-to-adverb
3179,"('obvious', 'obviously', 'safe', 'safely')",0.43223217,1,"[('safely', 0.43223223), ('safer', 0.4131213), ('safest', 0.34733817), ('safety', 0.31991988), ('unsafe', 0.31909215), ('secure', 0.27332863), ('hopefully', 0.26636574), ('certainly', 0.26238164), ('definitely', 0.24337529), ('protected', 0.24327731)]",gram1-adjective-to-adverb
3180,"('obvious', 'obviously', 'serious', 'seriously')",0.46258193,1,"[('seriously', 0.4625819), ('definitely', 0.3472146), ('apparently', 0.3442682), ('evidently', 0.33267215), ('seriousness', 0.33149445), ('certainly', 0.32068068), ('honestly', 0.30362618), ('truly', 0.29776773), ('genuinely', 0.29464012), ('really', 0.29258865)]",gram1-adjective-to-adverb
3181,"('obvious', 'obviously', 'slow', 'slowly')",0.37498447,5,"[('slowed', 0.43668726), ('slower', 0.41650558), ('slowing', 0.40471023), ('slows', 0.3958265), ('slowly', 0.37498444), ('sluggish', 0.292541), ('apparently', 0.29111025), ('slowdown', 0.27226782), ('certainly', 0.2677664), ('gradually', 0.2645794)]",gram1-adjective-to-adverb
3182,"('obvious', 'obviously', 'sudden', 'suddenly')",0.5001651,1,"[('suddenly', 0.5001651), ('udden', 0.38289902), ('apparently', 0.37438646), ('evidently', 0.3610909), ('uddenly', 0.35979965), ('unexpectedly', 0.34738478), ('abruptly', 0.33559465), ('presumably', 0.32009232), ('abrupt', 0.30329522), ('somehow', 0.30146304)]",gram1-adjective-to-adverb
3183,"('obvious', 'obviously', 'swift', 'swiftly')",0.19137643,86,"[('taylor', 0.29362366), ('evidently', 0.2754314), ('apparently', 0.25974366), ('presumably', 0.2590685), ('predators', 0.24848849), ('definitely', 0.24382702), ('hopefully', 0.24337114), ('certainly', 0.24108109), ('davidson', 0.23677482), ('watson', 0.2353211)]",gram1-adjective-to-adverb
3184,"('obvious', 'obviously', 'typical', 'typically')",0.51821434,1,"[('typically', 0.5182143), ('normally', 0.4388676), ('presumably', 0.3948216), ('evidently', 0.3914106), ('traditionally', 0.38000214), ('usually', 0.37812832), ('apparently', 0.35593313), ('necessarily', 0.35112318), ('generally', 0.34940308), ('ordinarily', 0.3492197)]",gram1-adjective-to-adverb
3185,"('obvious', 'obviously', 'unfortunate', 'unfortunately')",0.44494542,2,"[('evidently', 0.44496253), ('unfortunately', 0.4449454), ('unlucky', 0.41484106), ('regrett', 0.40812972), ('undoubtedly', 0.40790623), ('apparently', 0.40388224), ('sadly', 0.40176675), ('tragically', 0.39117208), ('hopefully', 0.3798194), ('admittedly', 0.3758574)]",gram1-adjective-to-adverb
3186,"('obvious', 'obviously', 'usual', 'usually')",0.44308916,3,"[('normally', 0.5200054), ('typically', 0.45718977), ('usually', 0.44308916), ('ordinarily', 0.40785247), ('evidently', 0.39155406), ('normal', 0.3813359), ('apparently', 0.37840503), ('presumably', 0.37315315), ('certainly', 0.3657322), ('generally', 0.35949832)]",gram1-adjective-to-adverb
3187,"('obvious', 'obviously', 'amazing', 'amazingly')",0.48564893,2,"[('incredible', 0.5265793), ('amazingly', 0.485649), ('awesome', 0.48456106), ('fantastic', 0.4706691), ('wonderful', 0.44329187), ('incredibly', 0.43539628), ('phenomenal', 0.4346276), ('unbelievably', 0.42899346), ('fabulous', 0.42177814), ('magnificent', 0.401955)]",gram1-adjective-to-adverb
3188,"('obvious', 'obviously', 'apparent', 'apparently')",0.5775027,1,"[('apparently', 0.57750267), ('evidently', 0.5309015), ('presumably', 0.4623786), ('clearly', 0.4193233), ('certainly', 0.40523225), ('reportedly', 0.39515722), ('undoubtedly', 0.38726607), ('seemingly', 0.3767002), ('admittedly', 0.37176803), ('supposedly', 0.35548928)]",gram1-adjective-to-adverb
3189,"('obvious', 'obviously', 'calm', 'calmly')",0.39010376,2,"[('calmed', 0.45746607), ('calmly', 0.3901038), ('calming', 0.35787398), ('hopefully', 0.31281972), ('quiet', 0.3097913), ('definitely', 0.30915073), ('normally', 0.29930052), ('certainly', 0.29841793), ('composure', 0.29623806), ('apparently', 0.29063252)]",gram1-adjective-to-adverb
3190,"('obvious', 'obviously', 'complete', 'completely')",0.33550882,3,"[('completed', 0.3906183), ('completes', 0.34763238), ('completely', 0.33550885), ('completing', 0.3091185), ('totally', 0.30579612), ('fully', 0.3022128), ('definitely', 0.2875469), ('certainly', 0.2873431), ('apparently', 0.28021276), ('basically', 0.27520624)]",gram1-adjective-to-adverb
3191,"('obvious', 'obviously', 'efficient', 'efficiently')",0.5170391,1,"[('efficiently', 0.5170391), ('efficiency', 0.453453), ('inefficient', 0.4221962), ('evidently', 0.38383532), ('effectively', 0.3667746), ('certainly', 0.35584617), ('apparently', 0.34038314), ('undoubtedly', 0.3331388), ('fficient', 0.32846755), ('presumably', 0.32841665)]",gram1-adjective-to-adverb
3192,"('obvious', 'obviously', 'fortunate', 'fortunately')",0.38260344,8,"[('lucky', 0.57402515), ('blessed', 0.4406257), ('privileged', 0.43278483), ('unlucky', 0.422985), ('evidently', 0.41098475), ('unfortunate', 0.40488675), ('luckily', 0.3903455), ('fortunately', 0.38260347), ('hopefully', 0.37054622), ('thankfully', 0.3655418)]",gram1-adjective-to-adverb
3193,"('obvious', 'obviously', 'free', 'freely')",0.24623698,2,"[('freed', 0.26364726), ('freely', 0.24623701), ('freedom', 0.23661806), ('certainly', 0.23141827), ('apparently', 0.22952451), ('normally', 0.19573615), ('presumably', 0.19491966), ('still', 0.19312802), ('probably', 0.19049233), ('freeing', 0.188422)]",gram1-adjective-to-adverb
3194,"('obvious', 'obviously', 'furious', 'furiously')",0.44992155,2,"[('enraged', 0.46581027), ('furiously', 0.44992158), ('angry', 0.44767866), ('outraged', 0.4157242), ('evidently', 0.39833844), ('pissed', 0.39536792), ('frantic', 0.39317387), ('apparently', 0.3805277), ('angrily', 0.37964138), ('ecstatic', 0.37942475)]",gram1-adjective-to-adverb
3195,"('obvious', 'obviously', 'happy', 'happily')",0.39142087,1,"[('happily', 0.39142087), ('pleased', 0.381387), ('happier', 0.36259794), ('unhappy', 0.34517762), ('thrilled', 0.34442815), ('delighted', 0.3316909), ('ecstatic', 0.3064216), ('glad', 0.29409814), ('certainly', 0.2904814), ('happiest', 0.28831556)]",gram1-adjective-to-adverb
3196,"('obvious', 'obviously', 'immediate', 'immediately')",0.45729256,1,"[('immediately', 0.45729256), ('certainly', 0.37624708), ('instantly', 0.37218887), ('definitely', 0.3581044), ('subsequently', 0.32345054), ('evidently', 0.31022137), ('mediate', 0.3082075), ('undoubtedly', 0.30710396), ('promptly', 0.30510843), ('necessarily', 0.30364007)]",gram1-adjective-to-adverb
3197,"('obvious', 'obviously', 'lucky', 'luckily')",0.3299108,5,"[('fortunate', 0.54571825), ('unlucky', 0.45104894), ('blessed', 0.38030013), ('privileged', 0.3440019), ('luckily', 0.3299108), ('evidently', 0.32889533), ('hopefully', 0.3229388), ('luck', 0.31803808), ('apparently', 0.30472508), ('grateful', 0.30255166)]",gram1-adjective-to-adverb
3198,"('obvious', 'obviously', 'most', 'mostly')",0.2539286,18,"[('probably', 0.31173873), ('all', 0.30732962), ('really', 0.3025418), ('very', 0.294678), ('also', 0.29436722), ('and', 0.28274643), ('in', 0.27868295), ('certainly', 0.27798975), ('still', 0.27701014), (',', 0.2719605)]",gram1-adjective-to-adverb
3199,"('occasional', 'occasionally', 'possible', 'possibly')",0.45952767,1,"[('possibly', 0.45952767), ('potentially', 0.3608833), ('conceivable', 0.34035832), ('ossible', 0.3387872), ('potential', 0.33086026), ('feasible', 0.32349753), ('likely', 0.32313994), ('could', 0.30115914), ('possibility', 0.2878603), ('sometimes', 0.27190703)]",gram1-adjective-to-adverb
3200,"('occasional', 'occasionally', 'precise', 'precisely')",0.43589592,1,"[('precisely', 0.43589595), ('exact', 0.3716671), ('accurately', 0.359349), ('accurate', 0.32157218), ('meticulously', 0.30856404), ('precision', 0.30832145), ('frequently', 0.30776402), ('properly', 0.30696937), ('specifically', 0.30669692), ('finely', 0.30495274)]",gram1-adjective-to-adverb
3201,"('occasional', 'occasionally', 'professional', 'professionally')",0.4455009,1,"[('professionally', 0.4455009), ('professionals', 0.39009026), ('professionalism', 0.28565812), ('amateur', 0.24507608), ('frequently', 0.23158194), ('regularly', 0.22501196), ('seriously', 0.22497272), ('career', 0.22452752), ('sometimes', 0.22291791), ('competitive', 0.21646063)]",gram1-adjective-to-adverb
3202,"('occasional', 'occasionally', 'quick', 'quickly')",0.4898069,1,"[('quickly', 0.4898069), ('fast', 0.38217878), ('quicker', 0.35313728), ('swiftly', 0.34739736), ('rapidly', 0.31539202), ('frequently', 0.30901954), ('soon', 0.29481825), ('often', 0.27980843), ('faster', 0.27255777), ('immediately', 0.26754794)]",gram1-adjective-to-adverb
3203,"('occasional', 'occasionally', 'quiet', 'quietly')",0.4127526,1,"[('quietly', 0.4127527), ('quieter', 0.36904743), ('calm', 0.34612542), ('silence', 0.3313878), ('silent', 0.31229627), ('silently', 0.29518157), ('loudly', 0.2731848), ('secretly', 0.25960436), ('softly', 0.25432357), ('slowly', 0.25366685)]",gram1-adjective-to-adverb
3204,"('occasional', 'occasionally', 'rapid', 'rapidly')",0.4483718,1,"[('rapidly', 0.4483718), ('quickly', 0.37453797), ('swiftly', 0.3562057), ('frequently', 0.30887902), ('slowly', 0.30519843), ('gradually', 0.28361723), ('faster', 0.27862862), ('fast', 0.27553648), ('abruptly', 0.2708576), ('constantly', 0.26369503)]",gram1-adjective-to-adverb
